,commodity,cty_code,dist_unlade,port_unlade,year,month,gen_val_mo,air_val_mo,air_swt_mo,ves_val_mo,ves_swt_mo,cnt_val_mo,cnt_swt_mo,gen_val_yr,air_val_yr,air_swt_yr,ves_val_yr,ves_swt_yr,cnt_val_yr,cnt_swt_yr,port_full,distance,co2
980071,852872,5700,30,04,2025,12,0,0,0,0,0,0,0,889014,0,0,0,0,0,0,3004,9411.309858073151,0.0
980072,852872,5700,30,29,2025,12,0,0,0,0,0,0,0,47968,47968,3885,0,0,0,0,3029,9561.769581602828,0.0
980073,852872,5700,31,26,2025,12,12362,12362,87,0,0,0,0,78281,78281,771,0,0,0,0,3126,7874.489457920036,0.0
980074,852872,5700,32,01,2025,12,0,0,0,0,0,0,0,5400,0,0,5400,964,5400,964,3201,8121.922500283982,0.0
980075,852872,5700,32,05,2025,12,0,0,0,0,0,0,0,7835,7835,294,0,0,0,0,3205,8465.865541544441,0.0
980076,852872,5700,33,10,2025,12,0,0,0,0,0,0,0,12996,0,0,0,0,0,0,3310,3170.9707522911885,0.0
980077,852872,5700,34,01,2025,12,0,0,0,0,0,0,0,14890,0,0,0,0,0,0,3401,24260.13495072433,0.0
980078,852872,5700,34,03,2025,12,0,0,0,0,0,0,0,3502,0,0,0,0,0,0,3403,24260.13495072433,0.0
980079,852872,5700,35,01,2025,12,0,0,0,0,0,0,0,183353,0,0,0,0,0,0,3501,24380.013492499736,0.0
980080,852872,5700,38,01,2025,12,0,0,0,0,0,0,0,9033,0,0,0,0,0,0,3801,24380.013492499736,0.0
980081,852872,5700,38,02,2025,12,19171,0,0,0,0,0,0,93426,0,0,0,0,0,0,3802,24274.914900709464,0.0
980083,852872,5700,39,09,2025,12,0,0,0,0,0,0,0,36739,36739,1564,0,0,0,0,3909,23207.00234327462,0.0
980085,852872,5700,41,02,2025,12,0,0,0,0,0,0,0,23929,23929,1813,0,0,0,0,4102,23187.632568251815,0.0
980086,852872,5700,41,03,2025,12,0,0,0,0,0,0,0,699647,0,0,0,0,0,0,4103,23098.554417499858,0.0
980087,852872,5700,49,09,2025,12,0,0,0,0,0,0,0,903822,0,0,903822,70193,903822,70193,4909,17976.190706469046,0.0
980088,852872,5700,52,01,2025,12,0,0,0,0,0,0,0,1143122,0,0,1143122,83071,1143122,83071,5201,18401.999381665668,0.0
980089,852872,5700,52,03,2025,12,0,0,0,0,0,0,0,17169,0,0,17169,1843,17169,1843,5203,18422.16366720927,0.0
980090,852872,5700,53,01,2025,12,0,0,0,0,0,0,0,716365,0,0,716365,39596,716365,39596,5301,18890.7858055673,0.0
980091,852872,5700,53,09,2025,12,0,0,0,0,0,0,0,29946,29946,444,0,0,0,0,5309,18890.7858055673,0.0
980092,852872,5700,55,01,2025,12,0,0,0,0,0,0,0,372979,372979,6432,0,0,0,0,5501,18898.407561822307,0.0
980093,852872,5800,07,12,2025,12,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0712,18841.421602122224,0.0
980094,852872,5800,09,01,2025,12,0,0,0,0,0,0,0,36254,0,0,0,0,0,0,0901,19150.238487995735,0.0
980095,852872,5800,10,03,2025,12,0,0,0,0,0,0,0,148912,0,0,148912,1899,148912,1899,1003,18908.46650603098,0.0
980096,852872,5800,10,12,2025,12,0,0,0,0,0,0,0,155977,155977,2409,0,0,0,0,1012,18902.731635567165,0.0
980097,852872,5800,14,01,2025,12,0,0,0,0,0,0,0,224520,0,0,224520,4960,224520,4960,1401,18559.850853331212,0.0
980098,852872,5800,17,03,2025,12,0,0,0,0,0,0,0,17965,0,0,17965,508,17965,508,1703,18153.60222059694,0.0
980099,852872,5800,17,04,2025,12,0,0,0,0,0,0,0,5000,5000,329,0,0,0,0,1704,18153.60222059694,0.0
980100,852872,5800,20,02,2025,12,0,0,0,0,0,0,0,3275,3275,19,0,0,0,0,2002,17785.09098594166,0.0
980101,852872,5800,25,06,2025,12,0,0,0,0,0,0,0,1268898,0,0,0,0,0,0,2506,12192.867044641052,0.0
980102,852872,5800,27,04,2025,12,157360,0,0,157360,3133,157360,3133,7087872,0,0,7087872,212160,7067282,211548,2704,9806.216944536469,138252949.5925474
980103,852872,5800,27,09,2025,12,1669298,0,0,1669298,52843,1641525,52558,8465384,0,0,8465384,234781,8435588,234441,2709,9806.216944536469,2331854649.000633
980104,852872,5800,27,20,2025,12,242151,242151,8615,0,0,0,0,463593,463593,11912,0,0,0,0,2720,9930.55292675344,0.0
980105,852872,5800,28,01,2025,12,0,0,0,0,0,0,0,10572,10572,784,0,0,0,0,2801,9160.031786333087,0.0
980106,852872,5800,30,01,2025,12,0,0,0,0,0,0,0,224520,0,0,224520,4944,224520,4944,3001,8657.609914704306,0.0
980107,852872,5800,30,29,2025,12,0,0,0,0,0,0,0,15045,15045,407,0,0,0,0,3029,8693.025431067475,0.0
980108,852872,5800,31,26,2025,12,5550,5550,324,0,0,0,0,431600,431600,3892,0,0,0,0,3126,7005.745307384682,0.0
980109,852872,5800,32,05,2025,12,0,0,0,0,0,0,0,11262,11262,324,0,0,0,0,3205,7961.796415398067,0.0
980110,852872,5800,34,01,2025,12,0,0,0,0,0,0,0,4205,0,0,0,0,0,0,3401,23391.390800188976,0.0
980111,852872,5800,35,01,2025,12,65210,65210,639,0,0,0,0,67310,67310,800,0,0,0,0,3501,23511.269341964384,0.0
980112,852872,5800,38,02,2025,12,0,0,0,0,0,0,0,69789,0,0,0,0,0,0,3802,23406.17075017411,0.0
980113,852872,5800,38,07,2025,12,0,0,0,0,0,0,0,13856,13856,446,0,0,0,0,3807,23406.17075017411,0.0
980116,852872,5800,41,02,2025,12,0,0,0,0,0,0,0,139500,139500,1800,0,0,0,0,4102,22318.888417716462,0.0
980117,852872,5800,52,01,2025,12,0,0,0,0,0,0,0,382700,0,0,382700,5196,382700,5196,5201,17533.25523113031,0.0
980118,852872,5800,53,01,2025,12,0,0,0,0,0,0,0,831214,0,0,831214,10953,831214,10953,5301,18022.041655031942,0.0
980119,852872,5800,55,01,2025,12,0,0,0,0,0,0,0,182700,182700,1898,0,0,0,0,5501,18029.66341128695,0.0
980159,852873,5520,09,01,2025,12,0,0,0,0,0,0,0,8594,0,0,0,0,0,0,0901,19802.210945097537,0.0
980160,852873,5700,52,01,2025,12,0,0,0,0,0,0,0,449960,0,0,449960,9613,449960,9613,5201,18401.999381665668,0.0
980161,852873,5800,09,01,2025,12,0,0,0,0,0,0,0,3114,0,0,0,0,0,0,0901,19150.238487995735,0.0
